video1.webm,0.80560863,0
video1000.webm,0.85529983,0
video1002.webm,0.82131696,0
video1008.webm,0.8115542,0
video1010.webm,0.77303064,0
video1011.webm,0.79789436,0
video1013.webm,0.8312037,0
video1016.webm,0.7592747,0
video1018.webm,0.8548663,0
video1026.webm,0.81757015,0
video1029.webm,0.78902745,0
video103.webm,0.77031976,0
video1034.webm,0.80291855,0
video1037.webm,0.8513317,0
video1058.webm,0.8428664,0
video1059.webm,0.8197643,0
video1062.webm,0.7947496,0
video1068.webm,0.821893,0
video1072.webm,0.80204064,0
video1082.webm,0.787231,0
video1087.webm,0.7375871,0
video109.webm,0.7979981,0
video1092.webm,0.8282579,0
video1094.webm,0.8812835,0
video1096.webm,0.80894583,0
video1098.webm,0.7881429,0
video11.webm,0.82902837,0
video1101.webm,0.8078363,0
video1108.webm,0.78187466,0
video111.webm,0.6805724,0
video1113.webm,0.7638476,0
video1120.webm,0.77705824,0
video1123.webm,0.76282585,0
video1126.webm,0.8120387,0
video1130.webm,0.76189446,0
video1138.webm,0.8287023,0
video1140.webm,0.8553989,0
video1141.webm,0.7907055,0
video1142.webm,0.86159647,0
video1151.webm,0.8224063,0
video1155.webm,0.7990917,0
video1157.webm,0.8715156,0
video1158.webm,0.76791406,0
video116.webm,0.7906163,0
video1169.webm,0.76521266,0
video117.webm,0.7666944,0
video1172.webm,0.76949584,0
video1179.webm,0.80565447,0
video118.webm,0.83790267,0
video1180.webm,0.82420444,0
video1187.webm,0.8289941,0
video1206.webm,0.7775867,0
video1209.webm,0.7600915,0
video1218.webm,0.8114102,0
video1226.webm,0.7271873,0
video1227.webm,0.76422656,0
video1232.webm,0.81530654,0
video1237.webm,0.79229224,0
video1240.webm,0.7813617,0
video1248.webm,0.79178524,0
video1252.webm,0.81045496,0
video1262.webm,0.81063676,0
video1268.webm,0.8481022,0
video1269.webm,0.6994654,0
video127.webm,0.77067065,0
video1271.webm,0.7657511,0
video1276.webm,0.81471777,0
video1279.webm,0.76369476,0
video1287.webm,0.8387134,0
video1292.webm,0.7613904,0
video1302.webm,0.7576066,0
video1303.webm,0.72812074,0
video1304.webm,0.7994459,0
video1306.webm,0.7563327,0
video1308.webm,0.7814042,0
video1313.webm,0.78609824,0
video1314.webm,0.8110087,0
video1316.webm,0.8020054,0
video1318.webm,0.77785826,0
video1320.webm,0.6320367,0
video1323.webm,0.8191724,0
video1326.webm,0.7662791,0
video1327.webm,0.8302903,0
video1331.webm,0.82347655,0
video1334.webm,0.82482094,0
video1339.webm,0.8327533,0
video134.webm,0.7601461,0
video1344.webm,0.7830777,0
video1349.webm,0.78999627,0
video135.webm,0.7863707,0
video1350.webm,0.8666407,0
video1360.webm,0.7821647,0
video1361.webm,0.79940337,0
video1362.webm,0.8828108,0
video1370.webm,0.837003,0
video1372.webm,0.86026096,0
video1374.webm,0.8328454,0
video1376.webm,0.840788,0
video1379.webm,0.8685423,0
video1381.webm,0.6762029,0
video1384.webm,0.7945056,0
video139.webm,0.83951724,0
video1390.webm,0.843909,0
video1391.webm,0.82870185,0
video1396.webm,0.7666846,0
video14.webm,0.80635107,0
video1400.webm,0.8315747,0
video1418.webm,0.8297746,0
video1424.webm,0.7848936,0
video1425.webm,0.8358616,0
video144.webm,0.8308257,0
video1442.webm,0.7775471,0
video1448.webm,0.750677,0
video1450.webm,0.78747493,0
video1468.webm,0.84334373,0
video1469.webm,0.82631373,0
video147.webm,0.84841,0
video1475.webm,0.82424647,0
video148.webm,0.8450142,0
video1495.webm,0.84834814,0
video15.webm,0.83187926,0
video1500.webm,0.8326285,0
video1501.webm,0.84576917,0
video1512.webm,0.8457482,0
video152.webm,0.79078555,0
video1520.webm,0.75931656,0
video1521.webm,0.7486214,0
video1523.webm,0.8240472,0
video1532.webm,0.8265724,0
video1545.webm,0.7286685,0
video1552.webm,0.89604634,0
video1557.webm,0.6941012,0
video1566.webm,0.6927627,0
video1567.webm,0.81820697,0
video1568.webm,0.7966342,0
video1577.webm,0.7862396,0
video1578.webm,0.832216,0
video1579.webm,0.80572736,0
video1582.webm,0.8653335,0
video1585.webm,0.8757101,0
video1587.webm,0.7754437,0
video1588.webm,0.7906224,0
video1589.webm,0.77651644,0
video1616.webm,0.8102481,0
video1617.webm,0.81639266,0
video1620.webm,0.8387134,0
video1621.webm,0.7863281,0
video1622.webm,0.76849675,0
video1623.webm,0.8326285,0
video1624.webm,0.8012638,0
video1626.webm,0.8102783,0
video1635.webm,0.74111646,0
video1641.webm,0.8301981,0
video1650.webm,0.82687336,0
video1651.webm,0.8206166,0
video1653.webm,0.80925405,0
